YEAR,EPIWEEK,Distrito_Nacional,Azua,Baoruco,Barahona,Dajabon,Duarte,Elias_Pina,El_Seibo,Espaillat,Independencia,La_Altagracia,La_Romana,La_Vega,Maria_Trinidad_Sanchez,Monte_Cristi,Pedernales,Peravia,Puerto_Plata,Hermanas_Mirabal,Samana,San_Cristobal,San_Juan,San_Pedro_de_Macoris,Sanchez_Ramirez,Santiago,Santiago_Rodriguez,Valverde,Monsenor_Nouel,Monte_Plata,Hato_Mayor,San_Jose_de_Ocoa,Santo_Domingo,Extranjero,TOTAL,EWID2
2019,5,9,5,4,7,0,0,0,0,2,4,1,0,2,0,4,2,1,0,1,2,3,2,1,2,7,2,2,0,1,0,0,29,0,93,27-Jan-2019
2019,6,12,2,2,7,0,0,3,0,5,2,1,0,1,1,5,0,1,1,0,0,1,1,2,1,10,1,2,0,0,0,0,43,0,104,03-Feb-2019
2019,7,9,6,2,11,0,0,1,0,0,1,0,0,4,0,2,0,4,1,0,0,1,0,0,0,5,0,3,1,0,0,1,29,0,81,10-Feb-2019
2019,8,7,3,0,5,1,2,1,0,0,11,0,3,1,0,2,0,6,1,0,0,8,4,2,0,6,1,1,2,0,0,2,30,0,99,17-Feb-2019
2019,9,10,6,5,10,0,2,0,0,0,4,1,0,0,1,5,0,2,0,1,0,4,2,1,0,6,0,2,0,0,0,1,26,0,89,24-Feb-2019
2019,10,13,3,4,15,0,0,0,0,0,4,1,4,0,2,1,0,6,0,1,0,4,0,2,0,8,1,1,2,1,0,0,41,0,114,03-Mar-2019
2019,11,12,8,1,15,0,0,0,0,1,4,1,1,1,0,7,0,8,0,0,0,8,2,4,0,6,0,3,0,0,1,0,44,1,128,10-Mar-2019
2019,12,15,8,0,16,3,1,0,0,2,2,0,4,0,0,12,0,9,2,0,1,4,6,1,2,5,1,4,0,1,0,3,44,0,146,17-Mar-2019
2019,13,15,1,2,28,0,0,0,1,1,3,1,2,2,2,9,0,7,2,0,0,9,0,2,1,4,0,3,5,3,0,4,36,0,143,24-Mar-2019
2019,14,15,3,2,16,0,3,0,2,4,1,6,3,3,2,8,2,9,2,2,1,4,4,4,1,5,0,4,3,0,0,0,30,0,139,31-Mar-2019
2019,15,16,8,6,16,0,3,0,0,2,4,0,3,2,0,15,0,11,1,0,1,10,2,1,2,10,2,4,1,1,0,3,43,0,167,07-Apr-2019
2019,16,15,1,5,6,1,4,4,0,2,9,3,1,1,0,2,0,8,1,0,1,3,5,1,1,3,0,1,0,2,0,2,37,0,119,14-Apr-2019
2019,17,15,4,1,19,0,1,0,0,0,3,0,0,1,0,2,0,11,2,0,0,3,7,4,1,7,0,6,0,0,0,4,28,0,119,21-Apr-2019
2019,18,15,10,3,7,1,0,1,0,1,4,1,7,1,0,1,0,10,0,0,0,5,3,2,7,3,0,0,1,3,0,2,53,0,141,28-Apr-2019
2019,19,14,9,4,11,1,3,0,1,1,5,0,3,0,3,2,1,16,3,0,2,9,2,4,2,3,0,7,1,6,0,5,55,0,173,05-May-2019
2019,20,18,3,6,16,1,3,0,1,1,3,2,2,2,2,7,0,35,0,0,1,5,0,4,0,7,0,11,0,2,0,4,73,0,209,12-May-2019
2019,21,22,10,3,11,0,3,2,0,2,3,0,4,1,1,4,0,26,2,2,1,7,3,3,2,8,2,5,0,3,1,1,65,0,197,19-May-2019
2019,22,18,4,3,15,0,7,1,0,0,4,0,5,0,0,6,0,19,2,0,1,14,2,1,7,10,0,7,1,2,1,5,94,0,229,26-May-2019
2019,23,23,6,2,13,0,2,1,0,1,5,3,2,2,2,15,2,9,1,0,1,13,3,1,9,8,0,4,0,2,1,0,95,0,226,02-Jun-2019
2019,24,23,9,4,7,0,5,0,0,0,6,0,2,2,0,4,3,24,4,0,1,19,7,1,5,18,2,6,2,2,6,7,91,0,260,09-Jun-2019
2019,25,32,11,4,13,0,4,0,0,3,3,3,3,2,1,8,0,14,1,1,1,21,6,0,6,10,0,9,6,5,4,13,85,0,269,16-Jun-2019
2019,26,43,9,6,25,0,7,3,1,1,17,1,4,7,1,15,1,17,2,4,0,19,6,2,3,18,3,11,3,2,0,3,109,0,343,23-Jun-2019
2019,27,45,20,8,46,5,15,6,3,3,12,4,10,3,4,4,0,15,6,3,0,32,7,2,7,49,5,13,3,12,0,5,143,0,490,30-Jun-2019
2019,28,54,35,4,45,4,9,6,3,12,8,5,4,15,5,12,1,20,10,3,1,38,9,6,19,43,1,25,5,8,8,15,212,0,645,07-Jul-2019
2019,29,64,17,8,42,1,12,5,0,9,12,11,16,8,1,12,0,21,8,7,2,46,23,9,10,59,7,31,4,2,5,8,236,0,696,14-Jul-2019
2019,30,82,27,7,33,4,17,1,2,7,5,8,42,20,4,7,1,4,13,8,3,48,18,16,19,74,3,27,12,12,9,21,255,0,809,21-Jul-2019
2019,31,61,21,1,39,2,33,3,7,11,11,19,28,15,1,15,0,14,16,9,2,56,19,18,20,72,2,27,13,20,6,19,265,0,845,28-Jul-2019
2019,32,51,21,11,28,3,25,4,1,14,1,16,26,19,8,13,1,4,7,6,1,43,17,11,10,73,5,13,5,14,9,16,272,0,748,04-Aug-2019
2019,33,54,27,9,36,12,18,5,6,8,4,17,31,18,9,13,0,2,9,9,1,68,16,12,16,76,0,9,9,12,3,24,287,0,820,11-Aug-2019
2019,34,69,38,5,27,12,13,5,7,17,1,35,39,13,8,15,2,3,13,13,6,47,13,17,22,93,2,23,7,20,6,19,277,1,888,18-Aug-2019
2019,35,89,23,4,19,5,14,4,6,13,1,32,17,19,9,14,1,5,20,7,5,73,11,19,21,102,1,23,6,12,4,19,284,0,882,25-Aug-2019
2019,36,78,10,2,23,5,15,3,12,12,3,38,17,27,5,4,1,7,10,6,5,45,14,20,9,82,5,21,11,7,7,18,266,0,788,01-Sep-2019
2019,37,84,25,2,29,3,18,0,6,10,5,49,15,17,5,2,2,4,15,3,1,53,9,16,11,75,3,16,12,8,3,20,246,0,767,08-Sep-2019
2019,38,67,17,4,9,0,24,2,1,15,0,37,18,16,7,8,4,9,13,11,3,44,18,11,16,61,1,18,7,13,10,28,236,0,728,15-Sep-2019
2019,39,66,21,1,27,1,22,1,5,5,2,36,12,19,6,0,0,4,11,12,3,33,6,13,14,48,3,10,2,6,20,18,217,0,644,22-Sep-2019
2019,40,52,16,3,21,0,11,2,5,8,3,26,10,16,5,8,0,3,12,10,1,22,11,13,17,65,1,12,0,6,10,10,223,0,602,29-Sep-2019
2019,41,57,23,1,11,1,13,2,5,6,1,44,13,17,9,4,1,8,6,8,7,36,4,7,15,76,2,7,5,3,15,4,231,0,642,06-Oct-2019
2019,42,48,15,0,15,0,18,0,10,6,0,22,8,17,6,1,1,6,7,6,5,21,15,13,8,66,1,17,4,11,7,7,202,0,563,13-Oct-2019
2019,43,47,27,1,7,1,17,0,5,10,0,38,14,12,4,2,1,6,8,5,3,21,16,13,10,69,5,38,6,4,8,10,141,0,549,20-Oct-2019
2019,44,39,15,1,15,0,16,1,3,7,1,38,4,18,12,0,2,3,9,3,2,16,3,16,9,79,4,13,4,7,1,2,144,0,487,27-Oct-2019
2019,45,29,9,2,14,1,7,0,5,10,4,28,6,23,9,1,1,6,18,10,0,15,16,16,3,91,1,24,4,5,10,1,131,0,500,03-Nov-2019
2019,46,34,10,1,13,0,20,3,6,8,2,32,10,25,7,2,2,5,18,9,3,10,8,11,13,113,5,27,4,5,9,6,104,0,525,10-Nov-2019
2019,47,25,19,1,7,2,15,5,10,14,0,29,4,37,4,7,0,0,21,9,3,8,23,16,7,127,2,15,2,8,6,6,98,0,530,17-Nov-2019
2019,48,33,13,1,7,2,21,1,4,35,0,25,8,37,9,2,4,5,14,14,1,14,14,10,12,132,3,26,6,4,13,7,89,0,566,24-Nov-2019
2019,49,17,13,0,8,0,17,1,6,20,2,25,2,37,13,1,0,3,7,16,3,11,5,12,9,97,2,11,7,4,2,3,70,0,424,01-Dec-2019
2019,50,20,3,1,4,1,18,0,2,17,0,20,5,22,14,3,0,4,5,7,1,6,7,15,5,89,1,9,3,8,6,2,93,0,391,08-Dec-2019
2019,51,21,15,1,8,0,19,0,0,10,3,24,2,35,4,1,0,2,18,13,0,7,3,6,14,88,0,16,2,4,3,6,72,0,397,15-Dec-2019
2019,52,20,10,0,5,0,5,0,1,9,3,43,1,21,4,0,0,1,17,13,2,5,0,2,8,87,2,3,0,0,9,3,44,0,318,22-Dec-2019
2020,1,12,2,1,5,1,14,0,0,11,2,19,2,12,4,0,1,1,4,14,1,4,3,6,7,68,1,3,1,1,7,0,46,0,253,29-Dec-2019
2020,2,26,15,2,6,0,23,0,2,11,7,19,4,23,7,6,1,5,21,9,1,5,3,4,4,106,3,20,6,3,10,5,60,0,417,05-Jan-2020
2020,3,26,20,1,4,0,18,1,1,7,1,13,2,10,6,6,0,0,17,8,3,9,8,5,11,94,0,8,4,3,5,2,59,0,352,12-Jan-2020
2020,4,20,7,1,4,0,25,1,0,15,2,15,4,20,7,4,0,0,7,6,10,10,3,9,13,55,2,6,10,1,1,1,44,0,303,19-Jan-2020
2020,5,13,13,1,3,0,23,0,1,19,0,10,2,5,9,3,0,5,8,10,2,10,1,9,11,68,1,4,9,3,1,5,39,0,288,26-Jan-2020
2020,6,25,14,0,3,0,22,2,0,10,0,10,3,24,8,1,0,1,12,6,2,6,2,2,17,50,0,3,2,0,1,0,32,0,258,02-Feb-2020
2020,7,14,13,1,7,0,12,2,2,7,0,10,3,14,4,1,1,2,5,3,5,7,1,8,10,41,2,6,5,0,8,2,35,0,231,09-Feb-2020
2020,8,12,12,1,2,1,12,0,2,5,0,14,1,14,1,5,1,4,39,3,10,4,2,8,10,36,1,5,4,1,1,1,35,0,247,16-Feb-2020
2020,9,29,9,0,4,0,7,0,1,5,2,2,1,8,3,0,3,0,15,3,4,3,2,1,9,43,0,0,3,2,4,2,31,0,196,23-Feb-2020
2020,10,9,6,2,3,0,15,0,3,5,1,5,2,23,4,4,0,2,5,2,0,3,1,2,8,29,0,1,2,2,3,0,33,0,175,01-Mar-2020
2020,11,8,5,2,0,0,11,0,0,6,0,6,0,4,7,0,1,1,4,3,3,4,1,4,9,29,1,2,4,2,1,2,27,0,147,08-Mar-2020
2020,12,7,4,0,2,0,3,0,0,3,0,7,1,11,4,0,0,0,3,0,0,2,0,0,1,20,0,0,3,0,0,3,9,0,83,15-Mar-2020
2020,13,4,0,0,2,0,0,0,0,0,2,4,0,2,0,0,0,0,1,1,1,0,0,0,3,6,0,0,0,0,0,2,4,0,32,22-Mar-2020
2020,14,2,2,0,0,0,0,0,0,2,0,1,2,2,0,0,2,0,1,0,0,0,1,0,2,6,0,0,0,0,0,0,4,0,27,29-Mar-2020
2020,15,1,1,1,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,4,0,23,05-Apr-2020
2020,16,5,1,0,0,0,1,0,0,1,0,1,1,3,0,1,0,1,0,1,1,3,0,0,0,3,0,0,1,0,0,0,6,0,30,12-Apr-2020
2020,17,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,8,19-Apr-2020
2020,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Apr-2020
2020,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-May-2020
2020,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-May-2020
2020,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-May-2020
2020,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-May-2020
2020,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-May-2020
2020,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07-Jun-2020
2020,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Jun-2020
2020,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jun-2020
2020,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Jun-2020
2020,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-Jul-2020
2020,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2020
2020,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Jul-2020
2020,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Jul-2020
2020,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-Aug-2020
2020,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09-Aug-2020
2020,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-Aug-2020
2020,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Aug-2020
2020,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Aug-2020
2020,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-Sep-2020
2020,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-Sep-2020
2020,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-Sep-2020
2020,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27-Sep-2020
2020,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-Oct-2020
2020,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Oct-2020
2020,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18-Oct-2020
2020,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-Oct-2020
2020,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-Nov-2020
2020,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08-Nov-2020
2020,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15-Nov-2020
2020,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22-Nov-2020
2020,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29-Nov-2020
2020,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-Dec-2020
2020,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-Dec-2020
2020,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-Dec-2020
